조 번호,조항 번호,조(키워드),요약 내용,통합 내용
제51조,제51조 6항,제51조(연속 휴식),"근로일 간 11시간 이상의 연속 휴식 시간을 반드시 보장해야 하며, 사용자는 휴식권을 침해하는 업무 지시를 할 수 없다.","제51조(연속 휴식) 근로일 간 11시간 이상의 연속 휴식 시간을 반드시 보장해야 하며, 사용자는 휴식권을 침해하는 업무 지시를 할 수 없다."
제51조,제51조 7항,제51조(건강 보호),사용자는 근로자의 건강 보호를 위해 서면 합의에 따른 조치를 이행해야 하며 건강권을 무시한 과잉 노동을 강요 못 한다.,제51조(건강 보호) 사용자는 근로자의 건강 보호를 위해 서면 합의에 따른 조치를 이행해야 하며 건강권을 무시한 과잉 노동을 강요 못 한다.
제51조,제51조 8항,제51조(가산 수당),탄력적 근로제 하에서도 합의된 시간 초과 시 연장근로 가산 수당을 반드시 지급해야 하며 이를 면제하거나 삭감 못 한다.,제51조(가산 수당) 탄력적 근로제 하에서도 합의된 시간 초과 시 연장근로 가산 수당을 반드시 지급해야 하며 이를 면제하거나 삭감 못 한다.
제51조,제51조 9항,제51조(적용 제외),15세 이상 18세 미만 근로자와 임신 중인 여성 근로자에게는 탄력적 근로시간제를 절대 적용할 수 없다.,제51조(적용 제외) 15세 이상 18세 미만 근로자와 임신 중인 여성 근로자에게는 탄력적 근로시간제를 절대 적용할 수 없다.
제51조,제51조의2 1항,제51조(특별 연장),업무량 급증 등 사유로 장관 승인 시 1주 12시간을 초과하여 연장 가능하나 남용 방지 조치를 반드시 준수해야 한다.,제51조(특별 연장) 업무량 급증 등 사유로 장관 승인 시 1주 12시간을 초과하여 연장 가능하나 남용 방지 조치를 반드시 준수해야 한다.
제51조,제51조의2 2항,제51조(사후 승인),"사태 급박 시 사후 승인을 받을 수 있으나, 불승인 시 연장 근로는 무효이며 즉시 중단 및 휴식 시간을 보장해야 한다.","제51조(사후 승인) 사태 급박 시 사후 승인을 받을 수 있으나, 불승인 시 연장 근로는 무효이며 즉시 중단 및 휴식 시간을 보장해야 한다."
제51조,제51조의2 3항,제51조(중지 명령),장관이 연장 근로 부적당 판정 시 중지나 휴식을 명할 수 있으며 사용자는 이 명령에 반드시 즉각 따라야 한다.,제51조(중지 명령) 장관이 연장 근로 부적당 판정 시 중지나 휴식을 명할 수 있으며 사용자는 이 명령에 반드시 즉각 따라야 한다.
제51조,제51조의2 4항,제51조(건강 조치),특별 연장 시 근로자의 건강 보호를 위해 장관이 명하는 휴식 시간 부여 등의 조치를 반드시 이행할 의무가 있다.,제51조(건강 조치) 특별 연장 시 근로자의 건강 보호를 위해 장관이 명하는 휴식 시간 부여 등의 조치를 반드시 이행할 의무가 있다.
제52조,제52조 1항,제52조(선택 근로),서면 합의 시 1개월(연구 3개월) 내에서 근로자가 시업·종업 시각을 직접 결정하며 사용자는 이에 개입할 수 없다.,제52조(선택 근로) 서면 합의 시 1개월(연구 3개월) 내에서 근로자가 시업·종업 시각을 직접 결정하며 사용자는 이에 개입할 수 없다.
제52조,제52조 2항 1호,제52조(정산 기간),선택적 근로제 도입 시 정산 기간을 서면 합의로 명시해야 하며 사용자가 임의로 기간을 변경하거나 늘릴 수 없다.,제52조(정산 기간) 선택적 근로제 도입 시 정산 기간을 서면 합의로 명시해야 하며 사용자가 임의로 기간을 변경하거나 늘릴 수 없다.
제52조,제52조 2항 2호,제52조(총 근로시간),정산 기간의 총 근로시간을 명확히 정해야 하며 이를 초과하는 근로에 대해서는 가산 수당을 반드시 지급해야 한다.,제52조(총 근로시간) 정산 기간의 총 근로시간을 명확히 정해야 하며 이를 초과하는 근로에 대해서는 가산 수당을 반드시 지급해야 한다.
제52조,제52조 2항 3호,제52조(의무 시간),반드시 근무해야 할 시간대(Core Time)를 정하는 경우 이를 서면으로 명시하여 근로자에게 사전 고지해야 한다.,제52조(의무 시간) 반드시 근무해야 할 시간대(Core Time)를 정하는 경우 이를 서면으로 명시하여 근로자에게 사전 고지해야 한다.
제52조,제52조 2항 4호,제52조(결정 시간),근로자가 시업·종업 시각을 자유롭게 결정할 수 있는 시간대를 보장해야 하며 사용자의 부당한 간섭을 금지한다.,제52조(결정 시간) 근로자가 시업·종업 시각을 자유롭게 결정할 수 있는 시간대를 보장해야 하며 사용자의 부당한 간섭을 금지한다.
제52조,제52조 2항 5호,제52조(표준 시간),유급휴가 등의 산정 기준이 되는 1일 표준 근로시간을 서면으로 합의하여 근로자의 권리를 명확히 보호해야 한다.,제52조(표준 시간) 유급휴가 등의 산정 기준이 되는 1일 표준 근로시간을 서면으로 합의하여 근로자의 권리를 명확히 보호해야 한다.
제52조,제52조 3항,제52조(연소자 제외),15세 이상 18세 미만 근로자에게는 선택적 근로시간제를 적용할 수 없으며 이를 위반한 계약은 무효임.,제52조(연소자 제외) 15세 이상 18세 미만 근로자에게는 선택적 근로시간제를 적용할 수 없으며 이를 위반한 계약은 무효임.
제52조,제52조 4항,제52조(연속 휴식),1개월 초과 선택 근로 시 근로일 간 11시간 이상의 연속 휴식 시간을 반드시 보장하여 근로자의 건강권을 보호해야 한다.,제52조(연속 휴식) 1개월 초과 선택 근로 시 근로일 간 11시간 이상의 연속 휴식 시간을 반드시 보장하여 근로자의 건강권을 보호해야 한다.
제53조,제53조 1항,제53조(연장 합의),"당사자 합의 시 1주 12시간 한도로 근로시간을 연장할 수 있으며, 사용자는 합의 없는 연장 근로를 절대 강요 못 한다.","제53조(연장 합의) 당사자 합의 시 1주 12시간 한도로 근로시간을 연장할 수 있으며, 사용자는 합의 없는 연장 근로를 절대 강요 못 한다."
제53조,제53조 2항,제53조(시간 한도),합의 연장을 포함하여 1주 52시간을 초과할 수 없으며 사용자는 법정 총량을 위반하는 업무 지시를 할 수 없다.,제53조(시간 한도) 합의 연장을 포함하여 1주 52시간을 초과할 수 없으며 사용자는 법정 총량을 위반하는 업무 지시를 할 수 없다.
제53조,제53조 3항,제53조(특별 연장),"재난 등 특별한 사정으로 장관 승인 시 연장 근로가 가능하나, 사용자는 승인 범위를 초과하여 근로시킬 수 없다.","제53조(특별 연장) 재난 등 특별한 사정으로 장관 승인 시 연장 근로가 가능하나, 사용자는 승인 범위를 초과하여 근로시킬 수 없다."
제53조,제53조 4항,제53조(명령 준수),장관의 연장 근로 중지 또는 휴식 명령에 대하여 사용자는 지체 없이 따라야 하며 거부하거나 이행을 지연할 수 없다.,제53조(명령 준수) 장관의 연장 근로 중지 또는 휴식 명령에 대하여 사용자는 지체 없이 따라야 하며 거부하거나 이행을 지연할 수 없다.
제53조,제53조 5항,제53조(건강 보호),특별 연장 시 사용자는 근로자의 건강 보호를 위해 휴식 시간 부여 등 필요한 조치를 취해야 할 법적 의무가 있다.,제53조(건강 보호) 특별 연장 시 사용자는 근로자의 건강 보호를 위해 휴식 시간 부여 등 필요한 조치를 취해야 할 법적 의무가 있다.
제53조,제53조 6항,제53조(단시간 연장),단시간 근로자에게 소정 시간을 초과하여 근로시키려면 반드시 개별 동의를 얻어야 하며 일방적 지시는 금지된다.,제53조(단시간 연장) 단시간 근로자에게 소정 시간을 초과하여 근로시키려면 반드시 개별 동의를 얻어야 하며 일방적 지시는 금지된다.
제53조,제53조 7항,제53조(단시간 수당),단시간 근로자의 초과 근로에 대해서도 통상임금의 50% 이상 가산 수당을 반드시 지급해야 하며 이를 누락 못 한다.,제53조(단시간 수당) 단시간 근로자의 초과 근로에 대해서도 통상임금의 50% 이상 가산 수당을 반드시 지급해야 하며 이를 누락 못 한다.
제54조,제54조 1항,제54조(휴게 시간),"근로시간 4시간에 30분, 8시간에 1시간 이상의 휴게시간을 근로시간 도중에 반드시 부여해야 할 의무가 있다.","제54조(휴게 시간) 근로시간 4시간에 30분, 8시간에 1시간 이상의 휴게시간을 근로시간 도중에 반드시 부여해야 할 의무가 있다."
제54조,제54조 2항,제54조(휴게 이용),휴게시간은 근로자가 자유롭게 이용할 수 있도록 보장해야 하며 사용자의 지휘·감독 하에 두는 행위를 금한다.,제54조(휴게 이용) 휴게시간은 근로자가 자유롭게 이용할 수 있도록 보장해야 하며 사용자의 지휘·감독 하에 두는 행위를 금한다.
제55조,제55조 1항,제55조(주휴일),1주 소정근로일을 개근한 근로자에게는 1회 이상의 유급휴일을 반드시 보장해야 하며 이를 무급 처리할 수 없다.,제55조(주휴일) 1주 소정근로일을 개근한 근로자에게는 1회 이상의 유급휴일을 반드시 보장해야 하며 이를 무급 처리할 수 없다.
제55조,제55조 2항,제55조(법정 공휴일),"대통령령으로 정하는 휴일을 유급으로 보장해야 하며, 사용자는 공휴일을 근로자의 연차와 임의로 대체할 수 없다.","제55조(법정 공휴일) 대통령령으로 정하는 휴일을 유급으로 보장해야 하며, 사용자는 공휴일을 근로자의 연차와 임의로 대체할 수 없다."
제53조,제53조 2항,제53조(연장 한도),"당사자 합의 시 1주 12시간 한도로 근로를 연장할 수 있으나, 유연근로제 정산 기간 평균 1주 12시간을 초과할 수 없다.","제53조(연장 한도) 당사자 합의 시 1주 12시간 한도로 근로를 연장할 수 있으나, 유연근로제 정산 기간 평균 1주 12시간을 초과할 수 없다."
제53조,제53조 3항 1호,제53조(30인 미만),30인 미만 사업장은 근로자대표와 서면 합의 시 1주 8시간 범위 내에서 추가 연장 근로를 시킬 수 있다.,제53조(30인 미만) 30인 미만 사업장은 근로자대표와 서면 합의 시 1주 8시간 범위 내에서 추가 연장 근로를 시킬 수 있다.
제53조,제53조 3항 2호,제53조(추가 사유),추가 연장 근로가 필요한 사유와 기간을 서면으로 명확히 합의해야 하며 사용자가 임의로 추가 연장을 결정 못 한다.,제53조(추가 사유) 추가 연장 근로가 필요한 사유와 기간을 서면으로 명확히 합의해야 하며 사용자가 임의로 추가 연장을 결정 못 한다.
제53조,제53조 3항 3호,제53조(대상 합의),"추가 연장 근로 대상 근로자의 범위를 서면으로 합의해야 하며, 합의되지 않은 인원에게 추가 근로를 강요할 수 없다.","제53조(대상 합의) 추가 연장 근로 대상 근로자의 범위를 서면으로 합의해야 하며, 합의되지 않은 인원에게 추가 근로를 강요할 수 없다."
제53조,제53조 4항,제53조(장관 인가),"특별 사정 시 장관 인가와 근로자 동의로 연장 가능하며, 사후 승인 실패 시 즉시 중단 및 휴식 시간을 부여해야 한다.","제53조(장관 인가) 특별 사정 시 장관 인가와 근로자 동의로 연장 가능하며, 사후 승인 실패 시 즉시 중단 및 휴식 시간을 부여해야 한다."
제53조,제53조 5항,제53조(휴게 명령),장관은 연장 근로가 부적당하다고 인정하면 휴게시간이나 휴일을 줄 것을 명할 수 있으며 사용자는 반드시 따라야 한다.,제53조(휴게 명령) 장관은 연장 근로가 부적당하다고 인정하면 휴게시간이나 휴일을 줄 것을 명할 수 있으며 사용자는 반드시 따라야 한다.
제53조,제53조 6항,제53조(연소자 제외),15세 이상 18세 미만 근로자에게는 30인 미만 사업장의 추가 연장 근로 규정을 절대 적용할 수 없다.,제53조(연소자 제외) 15세 이상 18세 미만 근로자에게는 30인 미만 사업장의 추가 연장 근로 규정을 절대 적용할 수 없다.
제53조,제53조 7항,제53조(건강 조치),특별 연장 근로 시 사용자는 건강검진 실시나 휴식 부여 등 장관이 정하는 건강 보호 조치를 반드시 이행해야 한다.,제53조(건강 조치) 특별 연장 근로 시 사용자는 건강검진 실시나 휴식 부여 등 장관이 정하는 건강 보호 조치를 반드시 이행해야 한다.
제54조,제54조 1항,제54조(휴게 부여),"근로 4시간당 30분, 8시간당 1시간 이상의 휴게시간을 반드시 근로시간 도중에 부여해야 하며 이를 누락할 수 없다.","제54조(휴게 부여) 근로 4시간당 30분, 8시간당 1시간 이상의 휴게시간을 반드시 근로시간 도중에 부여해야 하며 이를 누락할 수 없다."
제54조,제54조 2항,제54조(자유 이용),휴게시간은 근로자가 자유롭게 이용할 권리를 보장해야 하며 사용자가 대기 업무 등 지휘·감독을 할 수 없다.,제54조(자유 이용) 휴게시간은 근로자가 자유롭게 이용할 권리를 보장해야 하며 사용자가 대기 업무 등 지휘·감독을 할 수 없다.
제55조,제55조 1항,제55조(주휴일 보장),"1주 평균 1회 이상의 유급휴일을 반드시 보장해야 하며, 사용자는 이를 무급으로 처리하거나 권리를 박탈할 수 없다.","제55조(주휴일 보장) 1주 평균 1회 이상의 유급휴일을 반드시 보장해야 하며, 사용자는 이를 무급으로 처리하거나 권리를 박탈할 수 없다."
제55조,제55조 2항,제55조(법정 휴일),"대통령령이 정하는 휴일을 유급으로 보장해야 하며, 대체 근로 시에는 반드시 근로자대표와 서면 합의 절차를 거쳐야 한다.","제55조(법정 휴일) 대통령령이 정하는 휴일을 유급으로 보장해야 하며, 대체 근로 시에는 반드시 근로자대표와 서면 합의 절차를 거쳐야 한다."
제55조,제55조 2항 1호,제55조(300인 이상),300인 이상 사업장 및 공공기관은 대통령령이 정하는 휴일을 유급으로 보장해야 할 의무가 즉시 발생한다.,제55조(300인 이상) 300인 이상 사업장 및 공공기관은 대통령령이 정하는 휴일을 유급으로 보장해야 할 의무가 즉시 발생한다.
제55조,제55조 2항 2호,제55조(30인 이상),30인 이상 300인 미만 사업장도 법정 공휴일을 유급으로 보장해야 하며 사용자는 이를 위반할 수 없다.,제55조(30인 이상) 30인 이상 300인 미만 사업장도 법정 공휴일을 유급으로 보장해야 하며 사용자는 이를 위반할 수 없다.
제55조,제55조 2항 3호,제55조(5인 이상),5인 이상 30인 미만 사업장 역시 법정 공휴일을 유급 휴일로 보장해야 하며 임의로 무급 처리하는 행위를 금한다.,제55조(5인 이상) 5인 이상 30인 미만 사업장 역시 법정 공휴일을 유급 휴일로 보장해야 하며 임의로 무급 처리하는 행위를 금한다.
제56조,제56조 1항,제56조(연장 가산),법정 시간을 초과한 연장 근로에 대해서는 통상임금의 50% 이상을 가산하여 지급해야 하며 이를 누락 못 한다.,제56조(연장 가산) 법정 시간을 초과한 연장 근로에 대해서는 통상임금의 50% 이상을 가산하여 지급해야 하며 이를 누락 못 한다.
제56조,제56조 2항,제56조(휴일 가산),휴일 근로 시에는 법정 기준에 따른 가산 수당을 반드시 지급해야 하며 일반 근로 임금만 지급하는 것을 금지한다.,제56조(휴일 가산) 휴일 근로 시에는 법정 기준에 따른 가산 수당을 반드시 지급해야 하며 일반 근로 임금만 지급하는 것을 금지한다.
제56조,제56조 2항 1호,제56조(8시간 이내),8시간 이내의 휴일 근로에 대해서는 통상임금의 50%를 반드시 가산하여 지급해야 할 의무가 있다.,제56조(8시간 이내) 8시간 이내의 휴일 근로에 대해서는 통상임금의 50%를 반드시 가산하여 지급해야 할 의무가 있다.
제56조,제56조 2항 2호,제56조(8시간 초과),8시간을 초과한 휴일 근로에 대해서는 통상임금의 100%를 가산하여 지급해야 하며 가산율 위반을 금한다.,제56조(8시간 초과) 8시간을 초과한 휴일 근로에 대해서는 통상임금의 100%를 가산하여 지급해야 하며 가산율 위반을 금한다.
제56조,제56조 3항,제56조(야간 가산),오후 10시부터 오전 6시 사이의 야간 근로 시 통상임금의 50% 이상을 가산 지급해야 할 법적 의무가 있다.,제56조(야간 가산) 오후 10시부터 오전 6시 사이의 야간 근로 시 통상임금의 50% 이상을 가산 지급해야 할 법적 의무가 있다.
제57조,제57조,제57조(보상 휴가),서면 합의 시 연장·야간·휴일 근로 수당 지급 대신 유급 휴가를 줄 수 있으나 합의 없는 강제 휴가 대체는 금지된다.,제57조(보상 휴가) 서면 합의 시 연장·야간·휴일 근로 수당 지급 대신 유급 휴가를 줄 수 있으나 합의 없는 강제 휴가 대체는 금지된다.
제58조,제58조 1항,제58조(외근 간주),사업장 밖 근로로 시간 산정이 어려우면 소정 시간을 근로한 것으로 보며 사용자는 임의로 시간을 깎을 수 없다.,제58조(외근 간주) 사업장 밖 근로로 시간 산정이 어려우면 소정 시간을 근로한 것으로 보며 사용자는 임의로 시간을 깎을 수 없다.
제58조,제58조 2항,제58조(통상 시간),외근 업무 수행에 통상 필요한 시간을 서면 합의로 정할 수 있으며 사용자는 합의된 시간을 근로시간으로 인정해야 한다.,제58조(통상 시간) 외근 업무 수행에 통상 필요한 시간을 서면 합의로 정할 수 있으며 사용자는 합의된 시간을 근로시간으로 인정해야 한다.
제58조,제58조 3항 1호,제58조(재량 근로),업무 수행을 근로자 재량에 맡기는 경우 서면 합의로 정한 시간을 근로한 것으로 보며 사용자의 부당 간섭을 금한다.,제58조(재량 근로) 업무 수행을 근로자 재량에 맡기는 경우 서면 합의로 정한 시간을 근로한 것으로 보며 사용자의 부당 간섭을 금한다.
제58조,제58조 3항 2호,제58조(재량 대상),재량 근로 대상 업무는 대통령령을 따라야 하며 사용자가 일반 사무직을 임의로 재량 근로로 설정할 수 없다.,제58조(재량 대상) 재량 근로 대상 업무는 대통령령을 따라야 하며 사용자가 일반 사무직을 임의로 재량 근로로 설정할 수 없다.
제58조,제58조 3항 3호,제58조(재량 합의),재량 근로 시 업무 수행 방법 등에 관해 사용자가 구체적 지시를 하지 않는다는 내용을 서면 합의에 포함해야 한다.,제58조(재량 합의) 재량 근로 시 업무 수행 방법 등에 관해 사용자가 구체적 지시를 하지 않는다는 내용을 서면 합의에 포함해야 한다.
제58조,제58조 3항 4호,제58조(재량 인정),서면 합의로 정한 시간을 실제 근로시간으로 간주하며 사용자는 이를 근거로 임금을 산정 및 지급해야 한다.,제58조(재량 인정) 서면 합의로 정한 시간을 실제 근로시간으로 간주하며 사용자는 이를 근거로 임금을 산정 및 지급해야 한다.
제58조,제58조 4항,제58조(시행령 준수),외근 및 재량 근로 시간 산정에 필요한 세부 사항은 대통령령을 따르며 사용자는 법정 절차를 준수해야 한다.,제58조(시행령 준수) 외근 및 재량 근로 시간 산정에 필요한 세부 사항은 대통령령을 따르며 사용자는 법정 절차를 준수해야 한다.
제59조,제59조 1항,제59조(특례 업종),"운송업, 보건업 등 특정 업종은 서면 합의 시 주 12시간을 초과해 연장 근로가 가능하나 근로자 보호 조치를 다해야 한다.","제59조(특례 업종) 운송업, 보건업 등 특정 업종은 서면 합의 시 주 12시간을 초과해 연장 근로가 가능하나 근로자 보호 조치를 다해야 한다."
제59조,제59조 1항 1호,제59조(육상 운송),육상 운송 및 파이프라인 운송업은 근로 시간 특례가 적용되나 노선버스 운송업은 적용 대상에서 제외된다.,제59조(육상 운송) 육상 운송 및 파이프라인 운송업은 근로 시간 특례가 적용되나 노선버스 운송업은 적용 대상에서 제외된다.
제59조,제59조 1항 2호,제59조(수상 운송),수상 운송업은 특례 적용이 가능하나 사용자는 근로자의 생명과 안전을 위해 과도한 연장 근로를 지양해야 한다.,제59조(수상 운송) 수상 운송업은 특례 적용이 가능하나 사용자는 근로자의 생명과 안전을 위해 과도한 연장 근로를 지양해야 한다.
제59조,제59조 1항 3호,제59조(항공 운송),항공 운송업 종사자에게 특례 근로를 시키려면 반드시 서면 합의를 거쳐야 하며 일방적 연장 근로는 금지된다.,제59조(항공 운송) 항공 운송업 종사자에게 특례 근로를 시키려면 반드시 서면 합의를 거쳐야 하며 일방적 연장 근로는 금지된다.
제59조,제59조 1항 4호,제59조(운송 서비스),기타 운송 관련 서비스업도 서면 합의가 있어야만 특례 적용이 가능하며 사용자는 합의 내용을 준수해야 한다.,제59조(운송 서비스) 기타 운송 관련 서비스업도 서면 합의가 있어야만 특례 적용이 가능하며 사용자는 합의 내용을 준수해야 한다.
제59조,제59조 1항 5호,제59조(보건업),보건업은 특례 적용이 가능하나 사용자는 의료 서비스 질 저하를 방지하기 위해 근로자의 휴식권을 보장해야 한다.,제59조(보건업) 보건업은 특례 적용이 가능하나 사용자는 의료 서비스 질 저하를 방지하기 위해 근로자의 휴식권을 보장해야 한다.
제59조,제59조 2항,제59조(11시간 휴식),특례 연장 근로 시 다음 근로 개시 전까지 11시간 이상의 연속 휴식 시간을 반드시 부여해야 하며 이를 위반 못 한다.,제59조(11시간 휴식) 특례 연장 근로 시 다음 근로 개시 전까지 11시간 이상의 연속 휴식 시간을 반드시 부여해야 하며 이를 위반 못 한다.
제60조,제60조 1항,제60조(연차 15일),1년간 80% 이상 출근한 근로자에게 15일의 유급휴가를 반드시 주어야 하며 사용자는 이를 임의로 축소할 수 없다.,제60조(연차 15일) 1년간 80% 이상 출근한 근로자에게 15일의 유급휴가를 반드시 주어야 하며 사용자는 이를 임의로 축소할 수 없다.
제60조,제60조 2항,제60조(신입 연차),1년 미만 또는 80% 미만 출근자에게 1개월 개근 시 1일의 유급휴가를 반드시 주어야 하며 사용자는 이를 누락 못 한다.,제60조(신입 연차) 1년 미만 또는 80% 미만 출근자에게 1개월 개근 시 1일의 유급휴가를 반드시 주어야 하며 사용자는 이를 누락 못 한다.
제60조,제60조 4항,제60조(가산 연차),3년 이상 근속 시 2년마다 1일을 가산해 최대 25일까지 휴가를 주어야 하며 사용자는 가산 연차 부여를 거부 못 한다.,제60조(가산 연차) 3년 이상 근속 시 2년마다 1일을 가산해 최대 25일까지 휴가를 주어야 하며 사용자는 가산 연차 부여를 거부 못 한다.
제60조,제60조 5항,제60조(시기 지정),"연차는 근로자가 청구한 시기에 주어야 하며, 사업 운영에 막대한 지장이 있는 경우에만 시기를 변경할 수 있다.","제60조(시기 지정) 연차는 근로자가 청구한 시기에 주어야 하며, 사업 운영에 막대한 지장이 있는 경우에만 시기를 변경할 수 있다."
제60조,제60조 6항,제60조(출근 간주),연차 산정 시 특정 휴업 기간은 출근한 것으로 보며 사용자는 이를 결근 처리하여 연차 발생을 방해할 수 없다.,제60조(출근 간주) 연차 산정 시 특정 휴업 기간은 출근한 것으로 보며 사용자는 이를 결근 처리하여 연차 발생을 방해할 수 없다.
제60조,제60조 6항 1호,제60조(산재 휴업),업무상 부상 또는 질병으로 휴업한 기간은 출근한 것으로 간주하여 연차 유급휴가 산정 시 근로자에게 불이익을 금한다.,제60조(산재 휴업) 업무상 부상 또는 질병으로 휴업한 기간은 출근한 것으로 간주하여 연차 유급휴가 산정 시 근로자에게 불이익을 금한다.
제60조,제60조 6항 2호,제60조(출산 휴가),임신 중 여성이 출산전후휴가 등으로 휴업한 기간은 출근한 것으로 보며 이를 이유로 연차 일수를 삭감할 수 없다.,제60조(출산 휴가) 임신 중 여성이 출산전후휴가 등으로 휴업한 기간은 출근한 것으로 보며 이를 이유로 연차 일수를 삭감할 수 없다.
제60조,제60조 6항 3호,제60조(육아 휴직),남녀고용평등법에 따른 육아휴직 기간은 출근한 것으로 간주하여 연차 휴가 발생 시 근로자의 권리를 보장해야 한다.,제60조(육아 휴직) 남녀고용평등법에 따른 육아휴직 기간은 출근한 것으로 간주하여 연차 휴가 발생 시 근로자의 권리를 보장해야 한다.
제60조,제60조 6항 4호,제60조(육아기 단축),육아기 근로시간 단축으로 인해 줄어든 근로시간은 출근한 것으로 보며 사용자는 연차 산정 시 차별적 대우를 못 한다.,제60조(육아기 단축) 육아기 근로시간 단축으로 인해 줄어든 근로시간은 출근한 것으로 보며 사용자는 연차 산정 시 차별적 대우를 못 한다.
제60조,제60조 6항 5호,제60조(임신기 단축),임신기 근로시간 단축 기간은 출근한 것으로 간주해야 하며 사용자는 이를 결근으로 보아 연차를 제한할 수 없다.,제60조(임신기 단축) 임신기 근로시간 단축 기간은 출근한 것으로 간주해야 하며 사용자는 이를 결근으로 보아 연차를 제한할 수 없다.
제60조,제60조 7항,제60조(행사 기간),"연차는 1년간 행사하지 않으면 소멸하나, 사용자의 귀책사유로 사용하지 못한 경우에는 소멸하지 않고 보상해야 한다.","제60조(행사 기간) 연차는 1년간 행사하지 않으면 소멸하나, 사용자의 귀책사유로 사용하지 못한 경우에는 소멸하지 않고 보상해야 한다."
제61조,제61조 1항,제61조(사용 촉진),사용자가 법정 절차에 따라 연차 사용을 촉진했음에도 근로자가 미사용한 경우 사용자는 금전 보상 의무를 면제받다.,제61조(사용 촉진) 사용자가 법정 절차에 따라 연차 사용을 촉진했음에도 근로자가 미사용한 경우 사용자는 금전 보상 의무를 면제받다.
제61조,제61조 1항 1호,제61조(미사용 통지),연차 소멸 6개월 전 미사용 일수를 알려주고 근로자에게 사용 시기 지정을 촉구해야 하며 사용자는 이 절차를 엄수해야 한다.,제61조(미사용 통지) 연차 소멸 6개월 전 미사용 일수를 알려주고 근로자에게 사용 시기 지정을 촉구해야 하며 사용자는 이 절차를 엄수해야 한다.
제61조,제61조 1항 2호,제61조(시기 결정),촉구 후에도 시기를 정하지 않으면 사용자가 시기를 정해 통보해야 하며 이 절차를 마쳐야 보상 의무가 면제된다.,제61조(시기 결정) 촉구 후에도 시기를 정하지 않으면 사용자가 시기를 정해 통보해야 하며 이 절차를 마쳐야 보상 의무가 면제된다.
제61조,제61조 2항,제61조(신입 촉진),1년 미만 근로자의 연차에 대해서도 법정 촉진 절차를 완료한 경우에만 사용자는 미사용 연차 보상 의무를 면한다.,제61조(신입 촉진) 1년 미만 근로자의 연차에 대해서도 법정 촉진 절차를 완료한 경우에만 사용자는 미사용 연차 보상 의무를 면한다.
제61조,제61조 2항 1호,제61조(신입 촉구),1년 미만 근로자의 연차 소멸 3개월 전 미사용 일수를 알리고 사용 시기 지정을 서면으로 촉구해야 할 의무가 있다.,제61조(신입 촉구) 1년 미만 근로자의 연차 소멸 3개월 전 미사용 일수를 알리고 사용 시기 지정을 서면으로 촉구해야 할 의무가 있다.
제61조,제61조 2항 2호,제61조(신입 통보),촉구 후에도 시기를 정하지 않으면 사용자가 소멸 1개월 전까지 시기를 정해 통보해야 보상 의무가 면제된다.,제61조(신입 통보) 촉구 후에도 시기를 정하지 않으면 사용자가 소멸 1개월 전까지 시기를 정해 통보해야 보상 의무가 면제된다.
제62조,제62조,제62조(휴가 대체),"근로자대표와 서면 합의 시 연차를 갈음하여 특정 근로일에 휴무시킬 수 있으며, 합의 없는 강제 대체는 금지된다.","제62조(휴가 대체) 근로자대표와 서면 합의 시 연차를 갈음하여 특정 근로일에 휴무시킬 수 있으며, 합의 없는 강제 대체는 금지된다."
제63조,제63조,제63조(적용 제외),"농림, 축산, 수산 사업 및 감시·단속적 근로자 등은 근로시간, 휴게, 휴일 규정 적용에서 제외될 수 있다.","제63조(적용 제외) 농림, 축산, 수산 사업 및 감시·단속적 근로자 등은 근로시간, 휴게, 휴일 규정 적용에서 제외될 수 있다."
제63조,제63조 1호,제63조(농림 사업),"토지 경작, 식물 재배 등 농림 사업 종사자에게는 근로시간 및 휴일 규정을 적용하지 않으나 타 규정은 준수해야 한다.","제63조(농림 사업) 토지 경작, 식물 재배 등 농림 사업 종사자에게는 근로시간 및 휴일 규정을 적용하지 않으나 타 규정은 준수해야 한다."
제63조,제63조 2호,제63조(축수산 사업),"동물 사육, 수산 동식물 채취 등 축산 및 수산 사업 근로자에게는 근로시간과 휴게 규정 적용이 제외된다.","제63조(축수산 사업) 동물 사육, 수산 동식물 채취 등 축산 및 수산 사업 근로자에게는 근로시간과 휴게 규정 적용이 제외된다."
제63조,제63조 3호,제63조(감시/단속),감시·단속적 근로자로서 장관의 승인을 받은 경우 근로시간 규정 적용이 제외되며 사용자는 승인 조건을 지켜야 한다.,제63조(감시/단속) 감시·단속적 근로자로서 장관의 승인을 받은 경우 근로시간 규정 적용이 제외되며 사용자는 승인 조건을 지켜야 한다.
제63조,제63조 4호,제63조(기타 업무),대통령령으로 정하는 특정 업무 종사자에게는 근로시간 등 일부 규정 적용이 제외되며 사용자는 법정 범위를 준수해야 한다.,제63조(기타 업무) 대통령령으로 정하는 특정 업무 종사자에게는 근로시간 등 일부 규정 적용이 제외되며 사용자는 법정 범위를 준수해야 한다.
제64조,제64조 1항,제64조(최저 연령),"15세 미만인 자는 근로자로 사용할 수 없으며, 예외적으로 취직인허증을 받은 경우에만 제한적 사용이 가능한다.","제64조(최저 연령) 15세 미만인 자는 근로자로 사용할 수 없으며, 예외적으로 취직인허증을 받은 경우에만 제한적 사용이 가능한다."
